sqft,bedrooms,age_years,neighborhood,garage,lot_size,SalePrice
1356.0,2,76,south,False,4859.0,124700.0
1499.0,4,21,west,False,6777.0,230000.0
2029.0,4,32,north,False,,361200.0
1402.0,3,9,north,False,6283.0,260400.0
1820.0,2,94,center,False,5076.0,284900.0
2299.0,5,45,south,False,5685.0,294700.0
2477.0,4,1,north,False,5467.0,409200.0
2216.0,5,23,east,True,7098.0,257100.0
2071.0,3,57,north,False,4473.0,354300.0
1715.0,3,49,east,True,6812.0,210800.0
1459.0,3,50,west,True,7136.0,219800.0
2123.0,5,6,south,True,6688.0,274300.0
1169.0,2,87,north,True,3828.0,113100.0
1871.0,3,82,center,True,5701.0,314600.0
1155.0,2,21,east,True,4946.0,164100.0
1775.0,2,36,north,False,5852.0,278500.0
1168.0,1,8,east,False,4667.0,177500.0
1560.0,2,12,center,True,8487.0,303900.0
1394.0,3,84,north,True,6374.0,178800.0
1322.0,4,11,west,True,2764.0,188400.0
1748.0,2,35,south,False,3341.0,241600.0
400.0,1,99,west,True,8410.0,30000.0
719.0,2,32,north,True,5640.0,82500.0
2282.0,3,68,center,True,,412100.0
1888.0,3,10,center,True,8257.0,449000.0
1366.0,3,87,east,False,,159200.0
2384.0,5,92,south,False,3610.0,234000.0
1416.0,3,91,north,True,,196400.0
1452.0,1,63,west,True,,185300.0
1330.0,1,97,west,False,10059.0,133700.0
2944.0,6,69,west,False,7679.0,433800.0
1941.0,3,37,east,False,5236.0,263400.0
1917.0,3,89,west,False,5547.0,235600.0
2080.0,3,27,west,False,6097.0,266600.0
688.0,2,84,south,True,1960.0,66600.0
1444.0,4,93,west,True,,151000.0
2073.0,3,45,north,False,,290100.0
1798.0,2,23,center,True,9546.0,343100.0
3123.0,5,15,east,True,,446400.0
1479.0,4,53,west,False,9860.0,179400.0
2366.0,5,67,west,True,9361.0,345700.0
2284.0,4,59,north,True,8789.0,374000.0
1886.0,3,65,west,True,,196900.0
1995.0,4,2,west,True,6690.0,304800.0
1626.0,4,4,north,True,2660.0,274000.0
616.0,1,26,south,True,6261.0,58400.0
2010.0,3,89,west,True,7132.0,288000.0
2057.0,4,50,south,False,5433.0,221900.0
2151.0,4,33,north,True,2917.0,387600.0
1838.0,3,66,center,False,9166.0,330700.0
2382.0,4,42,east,False,6812.0,365100.0
1280.0,2,14,south,True,,154200.0
2681.0,4,51,east,True,7484.0,350500.0
1207.0,2,69,south,False,,108100.0
1735.0,3,91,north,True,8326.0,260800.0
2209.0,3,36,east,True,4641.0,304900.0
1491.0,2,17,center,True,4982.0,303600.0
2249.0,3,86,center,False,,417500.0
1594.0,2,36,west,False,4067.0,198300.0
1871.0,4,15,north,False,9530.0,325100.0
1691.0,2,50,south,True,6085.0,169900.0
1454.0,3,5,south,True,6919.0,233200.0
3151.0,5,99,north,True,3338.0,476200.0
1296.0,2,77,north,False,7637.0,179600.0
428.0,2,43,west,False,5181.0,30000.0
1318.0,2,54,east,True,8522.0,172300.0
1879.0,3,39,center,True,4629.0,359900.0
1574.0,2,46,north,True,8664.0,197000.0
2411.0,4,93,north,False,7882.0,345800.0
2389.0,5,72,west,False,,287800.0
1609.0,4,66,south,True,8836.0,187600.0
791.0,1,97,south,True,8298.0,64100.0
1030.0,2,16,west,False,6979.0,106900.0
1781.0,3,90,center,True,4013.0,302900.0
861.0,2,17,east,False,7600.0,115000.0
1579.0,2,25,west,False,6132.0,177100.0
2653.0,6,64,south,False,6099.0,340000.0
2006.0,3,13,center,True,6148.0,426500.0
1827.0,3,46,east,False,5940.0,289200.0
1176.0,2,33,north,True,4269.0,190000.0
1909.0,4,0,east,True,2969.0,270100.0
1645.0,2,18,south,True,2557.0,218200.0
1943.0,3,44,north,True,6599.0,332500.0
2236.0,6,8,north,False,1152.0,380900.0
2339.0,5,93,south,False,,270100.0
1877.0,3,42,north,True,7012.0,232200.0
2107.0,3,74,north,True,5395.0,340300.0
1493.0,1,20,east,False,,221800.0
2480.0,4,55,north,True,5480.0,321600.0
1268.0,2,11,west,True,6837.0,201000.0
1676.0,3,19,center,True,2084.0,289500.0
2542.0,4,68,north,False,1516.0,369800.0
1511.0,3,33,north,True,5529.0,254900.0
996.0,1,98,south,False,6846.0,50200.0
1554.0,3,99,north,False,7901.0,223600.0
2635.0,4,13,south,True,5645.0,347200.0
438.0,1,65,center,True,6493.0,40800.0
1861.0,4,78,center,True,7572.0,361900.0
1420.0,3,27,center,True,5744.0,272500.0
1699.0,2,84,center,True,7175.0,286200.0
1591.0,3,73,center,False,,281400.0
2376.0,3,32,east,True,2687.0,326300.0
1832.0,3,9,north,True,4932.0,339100.0
2406.0,5,44,west,True,7550.0,334000.0
2570.0,5,37,west,True,4578.0,360100.0
1818.0,3,52,center,False,,315000.0
1584.0,3,22,west,True,,181500.0
2026.0,4,31,east,True,4835.0,321000.0
2142.0,3,89,west,False,6484.0,242600.0
1108.0,3,84,west,True,,108000.0
1942.0,2,73,north,True,5004.0,311000.0
1648.0,2,35,west,False,1000.0,225700.0
1548.0,3,49,south,False,7678.0,186000.0
1385.0,3,29,north,False,5763.0,184800.0
1425.0,2,40,south,True,4109.0,194600.0
2553.0,3,51,center,True,9665.0,488100.0
1582.0,1,85,west,True,4422.0,148800.0
2486.0,4,79,north,True,,341500.0
1879.0,3,19,south,False,4076.0,281600.0
1120.0,1,94,west,True,8208.0,83100.0
1914.0,2,7,east,True,8868.0,252200.0
1087.0,2,4,west,True,8668.0,159000.0
2164.0,5,85,west,True,8649.0,282700.0
1675.0,3,28,north,True,4805.0,272800.0
2313.0,5,85,center,True,9345.0,436500.0
2660.0,4,6,east,False,5609.0,400100.0
759.0,2,24,center,True,2915.0,160700.0
1523.0,4,82,south,True,5147.0,141800.0
1074.0,2,19,west,False,6652.0,207700.0
3095.0,5,51,north,True,4710.0,482700.0
1536.0,2,72,north,True,6294.0,239600.0
1011.0,2,34,center,True,7073.0,172600.0
3144.0,6,14,center,False,6821.0,619800.0
1364.0,3,83,center,True,7310.0,183100.0
827.0,1,62,south,True,5640.0,68400.0
1105.0,1,91,center,True,4545.0,185000.0
1886.0,3,70,north,True,3060.0,241400.0
1827.0,3,74,east,False,5824.0,194200.0
1298.0,2,62,east,True,,155000.0
1509.0,3,67,west,True,5763.0,187700.0
1832.0,4,42,west,False,1859.0,246600.0
2594.0,4,92,south,False,2963.0,245200.0
2000.0,2,81,north,True,7020.0,282900.0
1462.0,2,24,south,False,2729.0,193500.0
1663.0,2,92,south,True,5620.0,160700.0
2262.0,5,23,west,True,4338.0,346600.0
2808.0,4,70,north,True,4211.0,400900.0
1137.0,1,92,east,True,,101300.0
2468.0,4,41,west,True,6057.0,363400.0
1612.0,3,18,west,False,7093.0,209600.0
825.0,1,99,west,True,3796.0,42000.0
707.0,1,79,south,False,4231.0,41100.0
2601.0,4,44,east,True,8246.0,353500.0
2672.0,5,99,north,True,5551.0,337700.0
1459.0,3,11,east,False,6732.0,198100.0
1673.0,2,52,center,True,5006.0,289500.0
731.0,2,18,center,True,6910.0,157600.0
2257.0,4,18,west,True,1022.0,409100.0
1783.0,3,34,east,True,8303.0,245200.0
869.0,1,57,center,True,5089.0,105400.0
1923.0,3,17,east,True,3502.0,271400.0
966.0,3,52,west,True,3875.0,118600.0
2134.0,3,77,east,True,,276400.0
1150.0,1,14,north,True,5779.0,214600.0
2002.0,3,1,west,True,6282.0,349300.0
1408.0,2,74,center,False,3615.0,249400.0
400.0,1,40,west,False,7742.0,33000.0
2398.0,4,19,west,True,4951.0,401600.0
2431.0,4,87,north,True,4851.0,342800.0
1487.0,3,42,north,True,,228100.0
1965.0,4,11,center,True,,403000.0
2063.0,3,30,east,False,5932.0,231700.0
2082.0,3,57,east,True,4915.0,297900.0
2835.0,5,29,west,False,,443900.0
2050.0,4,93,center,False,8438.0,301500.0
1585.0,1,62,east,False,8111.0,206300.0
2057.0,3,7,east,True,6732.0,294900.0
1542.0,3,34,east,True,6297.0,232200.0
1161.0,1,34,east,False,,145100.0
2532.0,4,14,west,False,6927.0,354700.0
2120.0,4,3,north,True,6361.0,368100.0
683.0,2,11,south,True,5596.0,65800.0
1390.0,4,68,east,True,,133100.0
2255.0,3,24,east,True,1000.0,338800.0
862.0,2,41,east,True,8055.0,109800.0
1348.0,2,14,east,True,3456.0,228300.0
3397.0,6,94,center,False,4564.0,632800.0
1601.0,4,98,center,False,3200.0,241700.0
2450.0,4,69,center,False,4527.0,476900.0
2700.0,4,33,east,False,,357500.0
1255.0,2,60,east,False,7779.0,133100.0
1960.0,3,38,east,True,8578.0,277000.0
3035.0,6,91,center,False,,568600.0
2076.0,2,60,west,True,6204.0,261200.0
3219.0,4,12,center,False,,627200.0
1418.0,3,9,center,True,7559.0,318400.0
2878.0,4,78,center,False,4292.0,531200.0
1810.0,2,72,east,True,,225800.0
1604.0,4,72,south,True,5266.0,179100.0
2184.0,3,33,center,True,5932.0,458100.0
1733.0,3,67,south,True,1866.0,176500.0
1749.0,4,27,south,False,8134.0,212700.0
2091.0,3,63,center,True,6480.0,360300.0
715.0,1,32,west,True,7596.0,73100.0
1321.0,4,12,east,False,2859.0,207200.0
2234.0,4,83,east,True,4670.0,251500.0
2395.0,5,81,east,False,4568.0,309400.0
2014.0,3,78,center,True,5595.0,397100.0
1966.0,3,63,east,True,5933.0,233600.0
2041.0,3,63,east,True,,222600.0
2375.0,4,77,north,False,6198.0,339900.0
944.0,2,56,north,False,4517.0,85400.0
1494.0,3,87,south,False,10375.0,169200.0
1755.0,4,76,south,True,5469.0,185100.0
1917.0,4,54,south,True,4186.0,203000.0
534.0,1,58,west,True,2230.0,30000.0
1046.0,2,95,east,True,,53500.0
1790.0,3,50,north,True,7382.0,295600.0
2408.0,5,10,east,False,3720.0,406100.0
1549.0,3,84,north,False,7250.0,166000.0
1400.0,2,0,east,True,6167.0,235600.0
2117.0,4,24,north,False,,344000.0
1603.0,1,32,north,True,7251.0,275600.0
2329.0,3,2,center,True,5470.0,439200.0
1667.0,2,21,north,True,3748.0,273900.0
1131.0,2,17,center,True,7914.0,215200.0
2652.0,5,55,east,False,7876.0,375400.0
2542.0,4,88,center,True,3704.0,465900.0
1227.0,1,28,north,True,,185600.0
2037.0,4,39,east,True,6407.0,276400.0
1604.0,3,68,center,False,5864.0,324500.0
2171.0,2,67,north,True,4969.0,310200.0
1275.0,2,94,east,False,5703.0,138100.0
2323.0,4,52,north,True,7877.0,377400.0
2517.0,6,76,south,False,6818.0,312300.0
1232.0,1,84,center,True,,161900.0
1841.0,4,42,east,True,1713.0,266400.0
2530.0,3,83,south,True,2286.0,279600.0
1199.0,1,98,west,False,3284.0,76700.0
1399.0,1,11,south,False,,169300.0
2197.0,4,77,north,False,5095.0,378300.0
1704.0,3,62,east,True,,198400.0
855.0,1,81,west,False,5932.0,59300.0
1608.0,3,54,north,True,5903.0,248400.0
2848.0,5,20,north,True,8287.0,465400.0
3038.0,5,42,east,True,2647.0,427800.0
1418.0,2,68,south,False,6668.0,125200.0
1252.0,1,89,center,False,6658.0,197400.0
1525.0,4,7,south,True,3475.0,207300.0
2881.0,6,18,south,True,7068.0,431700.0
2305.0,5,23,east,True,6745.0,336200.0
2678.0,4,59,center,True,5913.0,509500.0
2399.0,3,1,west,True,1165.0,399800.0
1008.0,1,95,west,True,7928.0,45400.0
1231.0,3,70,center,True,6453.0,250600.0
1382.0,2,90,center,False,6807.0,193100.0
1487.0,2,2,east,True,1000.0,250100.0
1393.0,3,27,south,False,4937.0,207400.0
1463.0,2,44,north,False,3133.0,203000.0
2184.0,3,77,east,True,,253900.0
1881.0,3,64,west,True,3790.0,243200.0
2532.0,4,41,south,False,8959.0,325600.0
1951.0,3,30,east,True,7906.0,244100.0
1394.0,1,33,east,True,6443.0,174500.0
1913.0,2,36,east,True,8271.0,246000.0
893.0,1,68,center,False,4111.0,102600.0
413.0,1,86,east,True,4469.0,30000.0
2186.0,2,47,east,True,7845.0,287100.0
2411.0,4,90,east,False,,294300.0
1843.0,4,29,south,True,3348.0,212700.0
1565.0,2,85,west,False,5357.0,178700.0
995.0,1,0,west,True,4236.0,138100.0
2500.0,4,74,east,False,9731.0,349700.0
2096.0,2,94,south,True,7551.0,199500.0
1975.0,4,27,center,True,,425800.0
1797.0,3,68,center,True,,282200.0
1518.0,2,7,west,True,,240200.0
1132.0,2,85,center,True,,186100.0
1952.0,2,48,east,True,6582.0,246300.0
1477.0,3,42,west,True,,189500.0
1546.0,3,92,south,True,3127.0,134700.0
2831.0,5,92,west,True,5244.0,394600.0
1771.0,3,22,north,True,6632.0,259400.0
400.0,1,95,east,False,5059.0,30000.0
1479.0,3,20,south,True,8015.0,195500.0
1199.0,1,81,east,False,7054.0,104500.0
1716.0,3,77,south,True,6475.0,166700.0
945.0,2,50,center,True,7015.0,162900.0
2060.0,3,59,north,True,3222.0,349200.0
1622.0,4,39,center,True,5004.0,326000.0
1515.0,4,40,west,False,3920.0,191700.0
1890.0,3,51,center,True,6769.0,346000.0
1754.0,3,86,south,False,3950.0,141200.0
1719.0,2,48,west,False,6164.0,182200.0
1665.0,4,58,north,True,5671.0,219300.0
1788.0,3,70,west,False,7200.0,230200.0
2006.0,6,92,east,True,3607.0,274100.0
1931.0,2,86,west,False,6904.0,255700.0
2476.0,6,36,west,True,3861.0,343700.0
1472.0,3,86,east,True,4071.0,136000.0
1943.0,2,44,south,True,5715.0,199100.0
3268.0,7,9,west,False,8389.0,453500.0
1775.0,2,7,center,True,4317.0,359600.0
1799.0,3,20,south,True,2444.0,248500.0
1042.0,1,36,center,False,4109.0,180900.0
1372.0,2,40,east,True,5230.0,141800.0
1736.0,3,17,center,False,9738.0,331800.0
2120.0,4,17,west,True,6777.0,316200.0
2189.0,6,3,west,False,4493.0,375200.0
1996.0,3,91,west,True,5717.0,237000.0
2282.0,2,25,center,False,9142.0,468000.0
1200.0,3,64,center,False,5519.0,204800.0
2093.0,3,49,south,True,5543.0,248600.0
1808.0,4,36,west,False,,238900.0
1875.0,3,24,west,False,,259900.0
1583.0,2,6,east,False,4949.0,199400.0
1228.0,1,10,south,False,7745.0,168600.0
1071.0,2,67,east,False,8126.0,101700.0
1992.0,3,45,south,True,7227.0,143000.0
2099.0,5,96,north,False,5552.0,306600.0
1722.0,3,14,center,False,3203.0,376900.0
1791.0,4,93,west,True,5552.0,194000.0
1368.0,1,8,east,True,4663.0,205500.0
2102.0,2,73,east,True,4442.0,245900.0
1836.0,4,96,north,False,5521.0,193200.0
1581.0,2,15,south,False,6958.0,248400.0
2320.0,4,47,north,False,4754.0,360100.0
2187.0,3,92,east,True,3250.0,258100.0
878.0,1,80,east,True,4083.0,50500.0
1829.0,4,21,center,True,9381.0,366200.0
1225.0,2,17,center,False,7097.0,248500.0
1884.0,2,33,west,False,4085.0,240100.0
400.0,1,46,center,False,8578.0,91500.0
1918.0,4,29,south,True,,262300.0
2227.0,4,8,north,False,10556.0,394000.0
1734.0,4,49,east,False,6524.0,224400.0
1101.0,1,41,north,False,7131.0,134800.0
2974.0,5,30,center,False,,629000.0
2494.0,4,82,north,True,8972.0,381200.0
1481.0,2,28,center,False,,277500.0
1643.0,4,89,west,True,8799.0,168100.0
611.0,1,1,south,False,4752.0,42700.0
2084.0,3,51,east,False,5277.0,271900.0
978.0,2,95,east,False,6018.0,67100.0
2200.0,3,28,west,True,7841.0,352200.0
2416.0,3,65,east,False,5340.0,332100.0
1758.0,3,73,east,True,9301.0,208100.0
1161.0,2,34,east,False,8653.0,146200.0
2549.0,4,63,north,False,,361400.0
1801.0,4,65,west,True,4068.0,264700.0
1856.0,2,47,south,False,8002.0,207600.0
1241.0,1,37,south,False,1809.0,148800.0
1916.0,2,47,south,False,,246100.0
1678.0,2,14,east,True,4352.0,223800.0
1003.0,2,49,west,False,8513.0,100600.0
2604.0,5,32,center,False,3228.0,588400.0
2855.0,5,33,east,False,4676.0,420300.0
2411.0,5,24,south,True,6876.0,306200.0
2321.0,4,51,center,False,,480200.0
2859.0,6,0,east,True,4748.0,429700.0
1172.0,1,5,north,False,5336.0,202500.0
1164.0,1,20,center,True,7905.0,210500.0
1551.0,3,57,center,True,8014.0,283100.0
1979.0,3,25,south,True,5296.0,240500.0
1624.0,3,49,south,False,4786.0,164100.0
1188.0,3,14,south,True,3262.0,161300.0
1803.0,3,42,south,False,6507.0,195300.0
1743.0,3,45,north,True,7625.0,281000.0
2305.0,5,32,north,True,6303.0,372100.0
1827.0,3,4,north,True,4150.0,270300.0
657.0,1,62,south,False,9573.0,54700.0
2031.0,2,20,north,True,1793.0,345100.0
2749.0,7,48,north,False,7756.0,506500.0
1817.0,2,70,center,True,,322400.0
2392.0,4,10,south,False,6937.0,321600.0
1497.0,2,67,center,True,,271500.0
2139.0,5,37,east,True,5695.0,325700.0
1353.0,2,50,east,True,6587.0,186700.0
1652.0,3,7,west,True,5828.0,265200.0
1657.0,2,49,north,True,2412.0,243400.0
2086.0,3,37,west,False,9425.0,319400.0
1306.0,3,17,east,False,7300.0,185600.0
921.0,1,53,center,True,6069.0,116900.0
2082.0,4,65,center,False,6198.0,352100.0
2060.0,4,39,west,True,9367.0,290500.0
1867.0,5,63,north,False,4515.0,285700.0
2360.0,3,34,center,True,4064.0,527500.0
1678.0,3,83,west,True,7700.0,197300.0
1969.0,3,28,north,False,6925.0,318700.0
1590.0,3,79,north,True,3980.0,204000.0
1645.0,5,38,center,True,8177.0,343200.0
2004.0,3,55,center,False,6590.0,383800.0
3160.0,3,6,east,False,4204.0,444500.0
2245.0,4,7,center,False,6981.0,443700.0
2129.0,3,99,east,False,,229100.0
2264.0,4,0,center,True,,457400.0
400.0,1,55,east,False,6769.0,30000.0
1992.0,2,45,west,False,7252.0,276300.0
2346.0,6,63,north,True,7828.0,354200.0
1851.0,3,0,center,True,6215.0,426200.0
1774.0,3,18,north,False,5459.0,322300.0
1236.0,4,33,south,False,6478.0,145500.0
1540.0,2,92,east,True,8382.0,131700.0
1300.0,3,34,west,False,7260.0,182100.0
2400.0,3,57,west,True,5347.0,326100.0
2701.0,5,57,west,True,,383000.0
2961.0,4,41,center,False,,576900.0
1290.0,3,82,west,True,7499.0,116700.0
1399.0,4,71,north,True,6304.0,194900.0
1350.0,2,44,west,False,8281.0,168500.0
1189.0,1,30,south,True,4914.0,126000.0
1199.0,2,27,east,False,6658.0,161600.0
1491.0,3,93,west,False,,162500.0
2325.0,5,12,south,False,,313600.0
1369.0,3,16,south,False,,166800.0
2432.0,5,26,south,False,5832.0,323300.0
2620.0,4,83,south,False,5048.0,269700.0
1971.0,3,68,center,False,,332500.0
2537.0,3,96,south,True,2343.0,239400.0
983.0,1,72,east,False,6360.0,70600.0
1465.0,3,49,west,True,8062.0,163400.0
1914.0,2,4,south,True,7125.0,208500.0
1934.0,2,87,north,True,,272100.0
2658.0,5,66,south,True,,343000.0
1201.0,1,7,north,True,5771.0,211500.0
1478.0,3,97,east,False,6950.0,135900.0
1749.0,2,62,north,True,,206100.0
1489.0,3,61,south,False,5988.0,160800.0
1174.0,1,35,east,False,,104100.0
1514.0,1,33,south,False,6874.0,169500.0
1653.0,4,36,south,True,,182000.0
2669.0,4,5,west,True,,359300.0
1188.0,2,45,east,True,4705.0,180300.0
2289.0,3,6,west,False,7274.0,322200.0
2563.0,5,59,center,True,,487900.0
1492.0,3,20,south,True,6975.0,186000.0
1956.0,4,61,south,True,6926.0,208800.0
2146.0,3,37,east,False,5402.0,302800.0
2047.0,3,27,north,True,,312600.0
1849.0,3,14,west,True,9085.0,290700.0
1393.0,4,38,north,True,3960.0,227400.0
2197.0,4,6,south,True,7908.0,260900.0
1575.0,2,24,center,False,8173.0,315600.0
1817.0,3,46,west,True,5585.0,224400.0
1905.0,3,63,east,True,7602.0,206900.0
2314.0,2,45,north,True,5491.0,363100.0
2957.0,3,10,center,True,8512.0,595600.0
1357.0,2,72,east,False,1000.0,155100.0
1832.0,3,42,center,False,8890.0,361900.0
909.0,1,62,west,False,3775.0,56000.0
2689.0,5,97,center,True,6180.0,510400.0
1826.0,2,4,north,False,4372.0,315200.0
1620.0,2,98,center,False,8993.0,245000.0
1831.0,2,95,west,False,5542.0,205300.0
1862.0,3,51,south,True,4916.0,230800.0
1361.0,2,2,center,False,8240.0,276000.0
2513.0,4,24,east,False,7464.0,411800.0
2187.0,2,22,west,True,,357700.0
2271.0,2,58,center,True,4018.0,426400.0
1392.0,2,69,east,True,,147500.0
1360.0,1,48,west,True,8550.0,166000.0
1732.0,1,35,center,True,6838.0,312700.0
2280.0,4,4,west,False,6347.0,361900.0
2101.0,5,93,west,True,,282900.0
1333.0,2,98,center,True,,167800.0
2201.0,4,3,center,True,5351.0,479400.0
1217.0,2,32,west,False,5404.0,190300.0
1403.0,1,98,north,True,7963.0,172400.0
1895.0,4,39,west,False,3062.0,269800.0
1097.0,3,62,south,True,8107.0,118500.0
1222.0,4,51,east,True,9589.0,185800.0
2731.0,4,63,south,True,,316300.0
2620.0,3,88,south,True,6033.0,279200.0
3174.0,6,37,center,True,6999.0,696400.0
2070.0,4,79,south,True,7746.0,228400.0
2187.0,4,45,north,True,1671.0,319700.0
1707.0,2,20,west,True,6675.0,271900.0
1590.0,3,7,west,False,5563.0,257900.0
2323.0,3,71,center,False,5433.0,412200.0
2617.0,4,60,north,True,10138.0,376200.0
2272.0,4,87,center,True,5569.0,416400.0
1296.0,4,23,center,True,6900.0,262500.0
2035.0,4,71,south,True,5759.0,191600.0
1338.0,1,2,center,True,6482.0,272100.0
1605.0,3,13,center,False,7105.0,325800.0
2782.0,5,59,north,True,7787.0,435300.0
1080.0,1,53,north,False,4446.0,153100.0
3101.0,4,59,west,True,6305.0,393900.0
2130.0,4,83,east,True,6376.0,229300.0
1520.0,2,83,center,True,2704.0,239200.0
1841.0,4,19,center,True,4093.0,410800.0
1389.0,1,20,north,False,7782.0,277400.0
1472.0,2,53,center,False,5077.0,265800.0
1844.0,4,95,center,True,11224.0,318500.0
1603.0,3,66,west,True,7926.0,141600.0
1240.0,2,14,south,True,6904.0,179500.0
1667.0,3,63,west,True,9021.0,225900.0
1011.0,2,33,east,False,7545.0,134700.0
1037.0,1,10,south,True,6368.0,98100.0
1031.0,1,71,north,True,3172.0,167800.0
2803.0,5,27,west,False,7331.0,461900.0
2043.0,5,77,south,True,8793.0,231200.0
2158.0,4,55,south,True,,275900.0
1807.0,3,44,south,True,2348.0,211500.0
2104.0,3,20,north,False,3861.0,366700.0
2506.0,5,29,south,False,,288600.0
2045.0,4,33,center,False,,350900.0
2784.0,5,69,west,True,8920.0,355700.0
1778.0,4,41,north,False,6038.0,260400.0
2159.0,5,3,south,True,,281800.0
2222.0,3,1,west,True,10269.0,358700.0
1241.0,1,27,center,True,5257.0,228300.0
1826.0,3,51,east,True,5502.0,233700.0
695.0,1,33,center,True,6921.0,89700.0
1722.0,2,99,north,False,5420.0,183200.0
1633.0,4,23,center,False,7556.0,333300.0
1597.0,2,40,north,False,6892.0,228000.0
1555.0,3,39,west,True,6971.0,217200.0
2107.0,2,27,north,True,4767.0,349700.0
1269.0,2,88,center,False,2675.0,237600.0
2916.0,6,25,south,True,4336.0,381300.0
2140.0,5,1,south,True,4512.0,342400.0
1318.0,3,51,west,True,6585.0,182100.0
2188.0,4,63,north,False,4370.0,347900.0
2397.0,5,45,east,True,3069.0,356900.0
2021.0,4,42,south,False,3707.0,262100.0
1197.0,2,86,east,True,6775.0,91700.0
3142.0,6,37,south,True,,428100.0
2184.0,4,63,center,False,,402500.0
1051.0,1,83,east,True,5200.0,95900.0
1925.0,2,39,west,True,,270900.0
1668.0,3,54,north,True,6331.0,275600.0
1804.0,2,38,west,True,,260000.0
1084.0,1,61,south,True,,59800.0
1833.0,3,54,east,True,4337.0,285300.0
1301.0,3,85,center,True,8173.0,231300.0
1590.0,3,25,west,True,5377.0,219700.0
2032.0,4,16,south,False,4422.0,237800.0
1514.0,3,42,south,False,7786.0,198200.0
1626.0,4,61,center,True,,275000.0
2292.0,3,28,south,True,6366.0,304800.0
1267.0,2,99,north,True,,166600.0
1411.0,2,51,south,False,9070.0,132900.0
1047.0,1,81,north,True,6753.0,94500.0
1306.0,3,54,west,False,6439.0,155900.0
1877.0,3,39,center,True,5192.0,339200.0
2184.0,4,84,east,True,8260.0,269800.0
1316.0,2,15,west,True,3783.0,204700.0
2166.0,5,25,center,False,3593.0,461800.0
1863.0,2,76,center,True,,305600.0
970.0,3,90,north,False,4275.0,124000.0
1905.0,4,29,north,True,7919.0,286400.0
2517.0,3,53,south,True,8757.0,314500.0
665.0,1,48,south,True,6420.0,30000.0
3003.0,6,72,north,True,4238.0,507100.0
1434.0,4,49,north,False,7260.0,204400.0
811.0,2,61,center,False,8784.0,140400.0
1883.0,3,66,north,True,6685.0,289900.0
2299.0,3,82,east,True,,245300.0
1632.0,3,13,north,True,6612.0,294800.0
1987.0,3,66,west,True,3231.0,246500.0
3072.0,5,18,west,True,4053.0,463700.0
1923.0,3,1,east,False,,271500.0
3589.0,7,71,south,True,6123.0,476100.0
2559.0,6,39,north,True,,391800.0
1831.0,4,71,east,False,6499.0,234900.0
