customer_id,tenure_months,monthly_charges,contract,payment_method,support_tickets,has_streaming,last_login_days,refund_issued,Churn
100197,9,26.0,two-year,bank,1,True,8.0,0,No
100198,25,88.79,month-to-month,card,2,False,8.0,0,No
100199,69,73.22,month-to-month,paypal,3,True,4.0,0,No
100200,27,129.67,month-to-month,paypal,1,False,7.0,0,No
100201,65,42.5,one-year,paypal,1,True,22.0,0,No
100202,36,67.43,one-year,bank,2,False,3.0,0,No
100203,50,114.96,month-to-month,card,1,True,4.0,0,No
100204,33,99.78,one-year,card,1,False,5.0,0,No
100205,19,52.59,one-year,card,2,False,10.0,0,No
100206,55,75.6,month-to-month,card,1,True,4.0,0,No
100207,69,70.05,month-to-month,card,2,False,1.0,0,No
100208,19,77.05,month-to-month,check,0,True,2.0,0,No
100209,56,52.53,month-to-month,paypal,0,True,4.0,0,No
100210,19,67.77,month-to-month,check,3,True,5.0,1,Yes
100211,51,30.05,month-to-month,card,1,False,44.0,0,No
100212,57,73.38,month-to-month,check,2,False,48.0,1,Yes
100213,32,81.25,month-to-month,card,2,False,26.0,0,No
100214,53,64.31,one-year,bank,0,True,24.0,0,No
100215,20,29.62,month-to-month,paypal,2,True,7.0,0,No
100216,6,94.71,two-year,card,2,False,3.0,1,Yes
100217,7,79.11,two-year,paypal,2,True,15.0,0,No
100218,32,51.85,one-year,bank,2,False,30.0,0,No
100219,65,62.98,two-year,check,2,False,9.0,0,No
100220,10,32.48,two-year,bank,4,True,,1,Yes
100221,33,44.36,month-to-month,card,2,True,4.0,0,No
100222,50,56.55,one-year,bank,2,False,,0,No
100223,15,100.71,month-to-month,bank,1,False,11.0,0,No
100224,52,54.01,one-year,check,1,False,2.0,0,No
100225,22,86.01,month-to-month,card,1,False,,1,Yes
100226,58,56.54,month-to-month,paypal,0,True,2.0,0,No
100227,42,76.2,month-to-month,check,1,False,19.0,0,No
100228,39,66.47,two-year,paypal,2,False,1.0,1,Yes
100229,13,91.83,month-to-month,paypal,4,False,5.0,1,Yes
100230,33,56.63,month-to-month,check,1,False,25.0,0,No
100231,61,30.69,month-to-month,card,1,False,,0,No
100232,2,35.45,month-to-month,check,1,True,27.0,0,No
100233,54,56.7,two-year,paypal,2,True,4.0,0,No
100234,35,38.77,one-year,card,1,False,7.0,0,No
100235,52,80.26,month-to-month,bank,3,False,18.0,0,No
100236,48,58.36,month-to-month,card,1,False,43.0,0,No
100237,31,129.37,month-to-month,paypal,3,False,1.0,1,Yes
100238,22,26.56,month-to-month,paypal,1,True,0.0,0,No
100239,45,75.09,two-year,card,2,False,10.0,0,No
100240,10,41.8,one-year,paypal,2,False,1.0,0,No
100241,42,57.66,month-to-month,bank,2,False,15.0,0,No
100242,7,73.54,one-year,paypal,2,False,20.0,0,No
100243,47,15.0,month-to-month,card,4,False,7.0,0,No
100244,45,75.92,one-year,card,1,False,6.0,0,No
100245,6,117.57,month-to-month,check,0,True,32.0,0,No
100246,54,58.66,one-year,paypal,2,False,18.0,0,No
100247,30,76.5,month-to-month,card,1,True,5.0,1,Yes
100248,56,95.62,two-year,card,1,True,15.0,0,No
100249,3,65.9,month-to-month,bank,4,False,21.0,1,Yes
100250,13,55.48,month-to-month,card,1,False,6.0,1,Yes
100251,36,15.0,month-to-month,paypal,0,False,11.0,0,No
100252,14,86.02,month-to-month,check,2,True,21.0,1,Yes
100253,24,67.17,month-to-month,check,2,True,15.0,0,No
100254,47,44.68,one-year,bank,2,False,4.0,0,No
100255,11,73.16,one-year,check,0,False,4.0,0,No
100256,49,55.41,month-to-month,check,1,False,,0,No
100257,8,56.79,one-year,check,2,False,8.0,0,No
100258,13,85.16,one-year,bank,0,False,18.0,0,No
100259,42,36.54,month-to-month,check,3,False,13.0,0,No
100260,57,96.18,month-to-month,check,3,True,16.0,0,No
100261,13,35.06,month-to-month,check,0,False,10.0,0,No
100262,22,53.43,month-to-month,paypal,4,False,21.0,1,Yes
100263,66,118.07,one-year,bank,0,True,9.0,0,No
100264,71,98.18,two-year,paypal,0,False,1.0,0,No
100265,42,72.44,one-year,card,1,False,5.0,0,No
100266,32,46.49,month-to-month,bank,1,True,26.0,0,No
100267,25,56.77,one-year,bank,3,True,2.0,0,No
100268,44,71.83,one-year,paypal,1,False,18.0,0,No
100269,42,70.94,month-to-month,card,2,False,6.0,0,No
100270,21,67.73,two-year,card,0,False,3.0,1,Yes
100271,2,69.23,month-to-month,bank,5,True,2.0,1,Yes
100272,11,64.64,month-to-month,paypal,2,False,21.0,0,No
100273,69,33.95,month-to-month,bank,0,True,20.0,0,No
100274,30,57.09,month-to-month,check,2,True,8.0,1,Yes
100275,35,92.87,two-year,card,1,True,10.0,0,No
100276,34,35.79,month-to-month,paypal,2,False,12.0,0,No
100277,56,65.26,month-to-month,paypal,2,True,,1,Yes
100278,5,49.51,month-to-month,card,1,True,6.0,0,No
100279,6,72.78,month-to-month,check,0,True,12.0,1,Yes
100280,20,60.28,month-to-month,card,2,False,,1,Yes
100281,35,106.93,month-to-month,check,1,True,8.0,0,No
100282,48,82.66,one-year,check,2,True,4.0,0,No
100283,35,37.2,month-to-month,paypal,2,False,3.0,0,No
100284,32,86.78,one-year,card,1,False,15.0,0,No
100285,67,50.63,month-to-month,bank,2,False,3.0,0,No
100286,12,55.58,one-year,check,0,False,7.0,0,No
100287,41,77.85,two-year,bank,2,False,16.0,0,No
100288,39,57.71,month-to-month,check,2,False,5.0,0,No
100289,34,92.32,month-to-month,card,3,False,3.0,0,No
100290,58,50.64,two-year,card,1,False,1.0,0,No
100291,19,54.53,month-to-month,check,3,True,20.0,0,No
100292,68,53.59,one-year,check,1,True,15.0,0,No
100293,24,55.86,month-to-month,card,1,True,9.0,0,No
100294,39,97.48,month-to-month,paypal,2,True,1.0,1,Yes
100295,37,85.72,month-to-month,paypal,3,False,2.0,1,Yes
100296,61,112.75,two-year,card,0,True,1.0,0,No
100297,32,126.69,month-to-month,bank,1,False,1.0,1,Yes
100298,21,44.23,one-year,check,1,False,18.0,0,No
100299,2,71.76,one-year,bank,2,False,2.0,1,Yes
100300,26,40.59,month-to-month,bank,2,True,1.0,1,Yes
100301,59,50.56,month-to-month,check,2,False,20.0,0,No
100302,1,54.25,month-to-month,paypal,3,True,3.0,1,Yes
100303,64,43.57,month-to-month,bank,0,True,26.0,0,No
100304,39,43.7,one-year,card,0,False,13.0,0,No
100305,10,66.39,month-to-month,check,3,True,4.0,0,No
100306,22,39.58,month-to-month,check,3,False,0.0,0,No
100307,40,91.05,one-year,check,1,True,2.0,0,No
100308,23,47.06,one-year,check,0,False,,0,No
100309,8,140.24,month-to-month,paypal,2,True,3.0,1,Yes
100310,48,58.72,one-year,check,2,False,1.0,0,No
100311,48,71.8,month-to-month,check,2,True,,0,No
100312,9,37.62,one-year,bank,2,False,3.0,1,Yes
100313,20,112.65,month-to-month,bank,2,True,4.0,1,Yes
100314,18,97.99,month-to-month,bank,3,False,10.0,1,Yes
100315,47,77.42,month-to-month,bank,2,False,28.0,0,No
100316,52,36.33,one-year,check,1,False,6.0,0,No
100317,52,75.27,one-year,check,2,True,1.0,0,No
100318,67,41.96,month-to-month,paypal,2,False,16.0,0,No
100319,55,106.56,two-year,bank,1,False,,0,No
100320,23,90.23,two-year,check,1,False,2.0,0,No
100321,8,72.39,month-to-month,bank,3,False,11.0,1,Yes
100322,44,15.0,one-year,bank,2,False,12.0,0,No
100323,66,45.41,month-to-month,card,4,False,,0,No
100324,70,87.19,two-year,bank,4,False,4.0,0,No
100325,17,100.32,month-to-month,check,1,True,7.0,0,No
100326,17,97.73,month-to-month,card,0,True,5.0,0,No
100327,3,30.2,month-to-month,card,4,False,1.0,1,Yes
100328,11,77.54,month-to-month,bank,2,False,21.0,1,Yes
100329,40,95.39,one-year,paypal,2,False,2.0,0,No
100330,39,28.54,month-to-month,card,1,True,,0,No
100331,27,69.8,month-to-month,card,2,True,8.0,0,No
100332,23,76.85,month-to-month,bank,0,True,,0,No
100333,59,62.48,two-year,bank,4,False,,0,No
100334,33,23.7,one-year,paypal,2,False,,0,No
100335,58,61.86,month-to-month,card,2,True,6.0,0,No
100336,69,61.82,month-to-month,bank,2,True,10.0,0,No
100337,23,66.3,month-to-month,bank,2,True,20.0,0,No
100338,15,55.91,two-year,card,2,False,32.0,0,No
100339,68,58.92,one-year,bank,0,False,1.0,0,No
100340,46,69.01,one-year,bank,1,True,2.0,0,No
100341,21,81.06,two-year,check,0,True,6.0,0,No
100342,45,62.39,month-to-month,paypal,5,False,8.0,1,Yes
100343,37,59.76,one-year,card,3,False,15.0,0,No
100344,65,72.31,month-to-month,bank,1,False,7.0,0,No
100345,19,21.98,month-to-month,bank,1,False,11.0,0,No
100346,71,81.93,month-to-month,paypal,2,False,20.0,0,No
100347,67,69.99,month-to-month,card,0,False,18.0,0,No
100348,13,70.99,two-year,bank,1,False,15.0,0,No
100349,12,94.02,month-to-month,bank,2,True,1.0,0,No
100350,38,21.18,two-year,bank,1,True,20.0,0,No
100351,4,20.65,one-year,paypal,0,True,6.0,0,No
100352,22,76.85,one-year,check,5,False,1.0,0,No
100353,31,69.82,two-year,bank,2,False,2.0,0,No
100354,69,74.25,month-to-month,paypal,3,True,,0,No
100355,71,58.45,month-to-month,paypal,1,False,5.0,0,No
100356,11,86.61,month-to-month,card,2,False,9.0,1,Yes
100357,64,93.32,month-to-month,bank,0,True,52.0,0,No
100358,7,82.1,two-year,bank,1,False,3.0,1,Yes
100359,54,63.48,month-to-month,bank,2,False,13.0,0,No
100360,61,17.31,month-to-month,bank,1,True,14.0,0,No
100361,64,89.23,month-to-month,paypal,3,False,,1,Yes
100362,16,100.54,month-to-month,paypal,2,True,5.0,1,Yes
100363,64,86.11,one-year,card,2,False,,0,No
100364,9,48.01,month-to-month,paypal,1,False,3.0,0,No
100365,37,86.84,one-year,paypal,2,False,4.0,0,No
100366,34,91.51,one-year,bank,1,False,3.0,0,No
100367,23,108.97,one-year,bank,4,True,13.0,0,No
100368,2,48.1,month-to-month,card,1,True,23.0,0,No
100369,55,64.34,one-year,bank,0,False,8.0,0,No
100370,24,88.68,month-to-month,card,2,True,2.0,0,No
100371,47,71.44,month-to-month,paypal,0,False,,0,No
100372,30,42.07,one-year,card,1,True,,0,No
100373,27,80.37,one-year,bank,1,True,1.0,0,No
100374,63,84.47,month-to-month,bank,0,False,28.0,0,No
100375,7,72.2,two-year,paypal,2,False,6.0,0,No
100376,53,75.49,month-to-month,paypal,2,False,0.0,1,Yes
100377,54,63.53,one-year,paypal,3,False,15.0,0,No
100378,27,106.96,two-year,bank,3,False,2.0,0,No
100379,19,47.48,month-to-month,bank,2,False,,1,Yes
100380,1,55.32,two-year,check,2,False,2.0,0,No
100381,67,70.27,one-year,bank,1,False,9.0,0,No
100382,68,91.97,one-year,card,1,False,16.0,0,No
100383,18,32.57,one-year,paypal,4,False,1.0,0,No
100384,3,37.24,one-year,card,4,True,28.0,1,Yes
100385,9,19.06,month-to-month,card,0,False,18.0,0,No
100386,5,70.82,one-year,paypal,1,True,,0,No
100387,60,42.04,month-to-month,check,0,False,29.0,0,No
100388,64,60.39,two-year,check,1,False,3.0,0,No
100389,11,86.53,month-to-month,card,1,False,,0,No
100390,54,53.96,month-to-month,bank,2,False,27.0,0,No
100391,13,75.78,two-year,card,1,False,9.0,0,No
100392,27,62.52,month-to-month,check,2,True,1.0,1,Yes
100393,43,86.8,month-to-month,check,2,False,22.0,0,No
100394,52,81.88,one-year,bank,3,False,,0,No
100395,63,52.7,month-to-month,check,1,True,5.0,0,No
100396,4,65.78,month-to-month,paypal,0,True,5.0,0,No
100397,14,96.09,month-to-month,check,2,False,,1,Yes
100398,20,79.83,month-to-month,card,1,False,16.0,0,No
100399,23,35.08,month-to-month,check,1,False,9.0,0,No
100400,71,86.39,month-to-month,card,0,False,1.0,0,No
100401,56,42.88,month-to-month,bank,0,False,3.0,0,No
100402,23,105.31,month-to-month,paypal,2,True,4.0,1,Yes
100403,69,95.6,month-to-month,bank,0,False,0.0,0,No
100404,36,77.25,one-year,paypal,3,False,,0,No
100405,36,73.93,one-year,card,3,True,1.0,0,No
100406,31,64.77,month-to-month,paypal,2,False,11.0,0,No
100407,11,86.96,month-to-month,bank,2,True,4.0,1,Yes
100408,67,60.73,two-year,card,3,True,3.0,0,No
100409,1,75.89,one-year,bank,1,False,7.0,0,No
100410,13,91.8,month-to-month,card,1,True,1.0,1,Yes
100411,17,55.95,month-to-month,check,1,False,2.0,1,Yes
100412,20,54.6,month-to-month,card,0,False,1.0,0,No
100413,10,40.14,two-year,card,2,False,21.0,0,No
100414,2,43.39,two-year,check,1,False,19.0,0,No
100415,49,24.29,two-year,card,2,True,4.0,0,No
100416,69,88.25,month-to-month,bank,2,True,1.0,1,Yes
100417,9,115.22,month-to-month,check,2,False,13.0,1,Yes
100418,22,105.63,month-to-month,bank,1,True,6.0,0,No
100419,36,29.35,month-to-month,card,0,True,4.0,0,No
100420,66,88.12,month-to-month,card,2,True,2.0,0,No
100421,50,105.55,one-year,paypal,1,False,3.0,0,No
100422,55,58.58,month-to-month,paypal,2,True,28.0,0,No
100423,42,72.54,two-year,bank,2,True,10.0,0,No
100424,30,19.8,month-to-month,paypal,2,False,7.0,0,No
100425,15,76.67,month-to-month,card,2,False,8.0,1,Yes
100426,62,43.41,two-year,card,0,True,1.0,0,No
100427,58,74.99,one-year,paypal,4,False,19.0,0,No
100428,2,30.97,month-to-month,check,0,False,6.0,1,Yes
100429,51,83.57,one-year,check,3,False,16.0,0,No
100430,6,95.61,month-to-month,bank,0,True,5.0,1,Yes
100431,53,50.42,month-to-month,paypal,1,True,,0,No
100432,59,41.58,month-to-month,check,0,True,7.0,0,No
100433,10,16.1,month-to-month,bank,2,False,0.0,0,No
100434,31,63.34,one-year,bank,0,True,4.0,0,No
100435,9,55.46,month-to-month,bank,0,False,1.0,1,Yes
100436,41,31.22,one-year,check,2,True,36.0,0,No
100437,66,81.33,one-year,check,1,True,6.0,0,No
100438,6,58.75,month-to-month,paypal,0,False,14.0,1,Yes
100439,29,43.11,month-to-month,bank,1,False,12.0,0,No
100440,70,56.14,month-to-month,bank,0,True,7.0,0,No
100441,22,96.78,one-year,check,1,True,16.0,0,No
100442,10,85.07,one-year,check,1,False,17.0,0,No
100443,35,66.75,one-year,bank,0,True,10.0,0,No
100444,37,85.48,month-to-month,card,0,False,1.0,0,No
100445,48,40.98,month-to-month,bank,2,False,5.0,0,No
100446,23,70.81,month-to-month,card,2,True,3.0,0,No
100447,68,73.68,month-to-month,card,0,False,33.0,0,No
100448,37,58.25,one-year,paypal,0,True,1.0,0,No
100449,21,80.89,month-to-month,paypal,0,False,10.0,0,No
100450,69,50.49,month-to-month,card,1,False,17.0,0,No
100451,66,82.75,month-to-month,bank,3,False,4.0,1,Yes
100452,36,83.8,month-to-month,bank,3,False,0.0,0,No
100453,2,15.0,one-year,paypal,0,False,4.0,0,No
100454,43,99.76,month-to-month,bank,1,True,5.0,0,No
100455,40,15.0,two-year,bank,1,True,2.0,0,No
100456,11,54.6,two-year,check,2,True,6.0,0,No
100457,46,95.63,two-year,bank,1,False,11.0,0,No
100458,60,62.07,one-year,card,2,False,16.0,0,No
100459,8,33.35,one-year,bank,1,False,1.0,0,No
100460,52,42.66,one-year,card,2,False,11.0,0,No
100461,10,95.67,month-to-month,check,4,False,,1,Yes
100462,54,21.96,month-to-month,paypal,3,True,9.0,1,Yes
100463,30,98.22,one-year,paypal,1,True,4.0,0,No
100464,1,68.62,month-to-month,bank,0,False,33.0,0,No
100465,69,40.19,month-to-month,bank,1,True,1.0,0,No
100466,12,55.42,two-year,card,1,True,3.0,0,No
100467,43,44.57,month-to-month,bank,1,True,4.0,0,No
100468,13,91.66,month-to-month,card,1,False,8.0,1,Yes
100469,67,88.31,one-year,check,3,True,32.0,0,No
100470,53,27.02,month-to-month,paypal,0,False,2.0,0,No
100471,58,59.91,two-year,card,4,True,6.0,0,No
100472,31,48.42,month-to-month,check,3,True,13.0,0,No
100473,34,102.34,two-year,check,1,False,1.0,1,Yes
100474,46,36.25,one-year,bank,2,False,7.0,0,No
100475,56,110.11,month-to-month,check,1,False,18.0,1,No
100476,61,69.17,month-to-month,check,1,True,,0,No
